Player,Total Blinks,Average Blinks/Min,Longest No Blink (s)
1,148,11.62,168
2,0,0.0,0

Blink Log:
Timestamp,Player
2025-08-09 00:15:16.799703,1
2025-08-09 00:15:17.697617,1
2025-08-09 00:15:20.683889,1
2025-08-09 00:15:21.720114,1
2025-08-09 00:15:24.812392,1
2025-08-09 00:15:30.796657,1
2025-08-09 00:15:36.785296,1
2025-08-09 00:15:37.504949,1
2025-08-09 00:15:43.160803,1
2025-08-09 00:15:43.827913,1
2025-08-09 00:15:44.490293,1
2025-08-09 00:15:50.593207,1
2025-08-09 00:15:56.252663,1
2025-08-09 00:15:56.930322,1
2025-08-09 00:15:57.996571,1
2025-08-09 00:16:00.416204,1
2025-08-09 00:16:04.094098,1
2025-08-09 00:16:04.863605,1
2025-08-09 00:16:06.015376,1
2025-08-09 00:16:06.342297,1
2025-08-09 00:16:06.795697,1
2025-08-09 00:16:08.828009,1
2025-08-09 00:16:09.337888,1
2025-08-09 00:16:10.072318,1
2025-08-09 00:16:10.416078,1
2025-08-09 00:16:10.760709,1
2025-08-09 00:16:11.870606,1
2025-08-09 00:16:14.233910,1
2025-08-09 00:16:17.206680,1
2025-08-09 00:16:18.977680,1
2025-08-09 00:16:19.661027,1
2025-08-09 00:16:20.209142,1
2025-08-09 00:16:32.629572,1
2025-08-09 00:16:32.995119,1
2025-08-09 00:16:34.066016,1
2025-08-09 00:16:34.414762,1
2025-08-09 00:16:35.669780,1
2025-08-09 00:16:36.590115,1
2025-08-09 00:16:38.555990,1
2025-08-09 00:16:39.899106,1
2025-08-09 00:16:50.791337,1
2025-08-09 00:19:38.838274,1
2025-08-09 00:20:35.735006,1
2025-08-09 00:21:01.125386,1
2025-08-09 00:21:13.537007,1
2025-08-09 00:21:20.571000,1
2025-08-09 00:21:21.126195,1
2025-08-09 00:21:25.340094,1
2025-08-09 00:21:27.194723,1
2025-08-09 00:21:45.670416,1
2025-08-09 00:21:46.835588,1
2025-08-09 00:21:48.091268,1
2025-08-09 00:21:53.911646,1
2025-08-09 00:21:54.234858,1
2025-08-09 00:21:55.139756,1
2025-08-09 00:21:56.043337,1
2025-08-09 00:21:57.787255,1
2025-08-09 00:21:58.552572,1
2025-08-09 00:22:00.063703,1
2025-08-09 00:22:00.747159,1
2025-08-09 00:22:01.177266,1
2025-08-09 00:22:03.613680,1
2025-08-09 00:22:05.038483,1
2025-08-09 00:22:07.440826,1
2025-08-09 00:22:12.250784,1
2025-08-09 00:22:12.468913,1
2025-08-09 00:22:13.025693,1
2025-08-09 00:22:15.472040,1
2025-08-09 00:22:20.160821,1
2025-08-09 00:22:20.487200,1
2025-08-09 00:22:20.930065,1
2025-08-09 00:22:21.760155,1
2025-08-09 00:22:22.446350,1
2025-08-09 00:22:24.095020,1
2025-08-09 00:22:27.282776,1
2025-08-09 00:22:27.738126,1
2025-08-09 00:22:28.079761,1
2025-08-09 00:23:17.208207,1
2025-08-09 00:23:25.839972,1
2025-08-09 00:23:26.910245,1
2025-08-09 00:23:40.065228,1
2025-08-09 00:23:42.009641,1
2025-08-09 00:23:42.222723,1
2025-08-09 00:23:44.534622,1
2025-08-09 00:23:47.080790,1
2025-08-09 00:23:48.441163,1
2025-08-09 00:23:49.756696,1
2025-08-09 00:23:49.982368,1
2025-08-09 00:23:50.424075,1
2025-08-09 00:23:58.084751,1
2025-08-09 00:23:59.016336,1
2025-08-09 00:24:01.760886,1
2025-08-09 00:24:02.783227,1
2025-08-09 00:24:03.760346,1
2025-08-09 00:24:04.096378,1
2025-08-09 00:24:06.640251,1
2025-08-09 00:24:14.001768,1
2025-08-09 00:24:16.036833,1
2025-08-09 00:24:21.233726,1
2025-08-09 00:24:23.404935,1
2025-08-09 00:24:29.254282,1
2025-08-09 00:24:34.138602,1
2025-08-09 00:24:44.816090,1
2025-08-09 00:24:46.252146,1
2025-08-09 00:24:46.503373,1
2025-08-09 00:24:48.273550,1
2025-08-09 00:24:48.488271,1
2025-08-09 00:24:51.644734,1
2025-08-09 00:24:53.596762,1
2025-08-09 00:24:54.484566,1
2025-08-09 00:24:55.033732,1
2025-08-09 00:24:56.780550,1
2025-08-09 00:24:57.319513,1
2025-08-09 00:25:00.033012,1
2025-08-09 00:25:02.522984,1
2025-08-09 00:25:02.740422,1
2025-08-09 00:25:03.719352,1
2025-08-09 00:25:05.610647,1
2025-08-09 00:25:08.529522,1
2025-08-09 00:25:10.173786,1
2025-08-09 00:25:11.435426,1
2025-08-09 00:25:13.327578,1
2025-08-09 00:25:13.898322,1
2025-08-09 00:25:14.993123,1
2025-08-09 00:25:17.626151,1
2025-08-09 00:25:17.953012,1
2025-08-09 00:25:18.649428,1
2025-08-09 00:25:21.798074,1
2025-08-09 00:25:23.037045,1
2025-08-09 00:25:23.576555,1
2025-08-09 00:25:25.673888,1
2025-08-09 00:25:31.827419,1
2025-08-09 00:25:34.437472,1
2025-08-09 00:25:34.654010,1
2025-08-09 00:25:41.313746,1
2025-08-09 00:25:42.890032,1
2025-08-09 00:25:43.592947,1
2025-08-09 00:25:57.230782,1
2025-08-09 00:25:57.993777,1
2025-08-09 00:26:01.514816,1
2025-08-09 00:26:08.280762,1
2025-08-09 00:26:11.524275,1
2025-08-09 00:26:12.015440,1
2025-08-09 00:26:12.485380,1
2025-08-09 00:26:17.052094,1
2025-08-09 00:26:19.186275,1
2025-08-09 00:27:51.943681,1
2025-08-09 00:27:56.047107,1
