Player,Total Blinks,Average Blinks/Min,Longest No Blink (s)
1,40,44.9,3
2,26,33.53,12
3,0,0.0,0

Blink Log:
Timestamp,Player
2025-08-09 00:03:22.957452,1
2025-08-09 00:03:23.974818,1
2025-08-09 00:03:24.812334,1
2025-08-09 00:03:25.455649,2
2025-08-09 00:03:27.041597,1
2025-08-09 00:03:27.492069,1
2025-08-09 00:03:28.375683,1
2025-08-09 00:03:29.114025,1
2025-08-09 00:03:32.317849,1
2025-08-09 00:03:32.590065,2
2025-08-09 00:03:33.545169,2
2025-08-09 00:03:34.089440,1
2025-08-09 00:03:34.489577,2
2025-08-09 00:03:34.779256,1
2025-08-09 00:03:35.588164,2
2025-08-09 00:03:36.175318,2
2025-08-09 00:03:36.734663,1
2025-08-09 00:03:36.999689,1
2025-08-09 00:03:37.887083,2
2025-08-09 00:03:38.459497,2
2025-08-09 00:03:38.737575,2
2025-08-09 00:03:40.270845,1
2025-08-09 00:03:40.952251,2
2025-08-09 00:03:41.639495,2
2025-08-09 00:03:42.061940,1
2025-08-09 00:03:42.350260,2
2025-08-09 00:03:42.907604,2
2025-08-09 00:03:43.767311,1
2025-08-09 00:03:43.919857,2
2025-08-09 00:03:44.742263,1
2025-08-09 00:03:47.002818,1
2025-08-09 00:03:49.367616,1
2025-08-09 00:03:50.241964,1
2025-08-09 00:03:52.072817,1
2025-08-09 00:03:52.333969,1
2025-08-09 00:03:53.783584,1
2025-08-09 00:03:54.836491,1
2025-08-09 00:03:55.096373,1
2025-08-09 00:03:55.632147,1
2025-08-09 00:03:55.920178,1
2025-08-09 00:03:55.927747,2
2025-08-09 00:03:56.492594,1
2025-08-09 00:03:57.410119,1
2025-08-09 00:03:58.132969,1
2025-08-09 00:03:58.287682,2
2025-08-09 00:03:58.708888,1
2025-08-09 00:03:59.319595,2
2025-08-09 00:03:59.612858,2
2025-08-09 00:04:00.950842,2
2025-08-09 00:04:01.797504,1
2025-08-09 00:04:01.948530,2
2025-08-09 00:04:02.813414,1
2025-08-09 00:04:02.825258,2
2025-08-09 00:04:05.132186,2
2025-08-09 00:04:05.928776,1
2025-08-09 00:04:06.892169,1
2025-08-09 00:04:07.444562,1
2025-08-09 00:04:08.142889,1
2025-08-09 00:04:08.298068,2
2025-08-09 00:04:08.869844,2
2025-08-09 00:04:09.157380,1
2025-08-09 00:04:09.312128,2
2025-08-09 00:04:10.194334,2
2025-08-09 00:04:11.589859,1
2025-08-09 00:04:12.249850,1
2025-08-09 00:04:15.074055,1
