Player,Total Blinks,Average Blinks/Min,Longest No Blink (s)
1,22,36.07,6
2,1,0.0,0
3,0,0.0,0

Blink Log:
Timestamp,Player
2025-08-09 00:29:49.402726,1
2025-08-09 00:29:49.713966,1
2025-08-09 00:29:50.199385,1
2025-08-09 00:29:52.224602,1
2025-08-09 00:29:54.405066,1
2025-08-09 00:30:00.816083,1
2025-08-09 00:30:02.014714,1
2025-08-09 00:30:02.804731,2
2025-08-09 00:30:03.236073,1
2025-08-09 00:30:04.182606,1
2025-08-09 00:30:06.087810,1
2025-08-09 00:30:08.958686,1
2025-08-09 00:30:10.417866,1
2025-08-09 00:30:15.285489,1
2025-08-09 00:30:16.104557,1
2025-08-09 00:30:16.651344,1
2025-08-09 00:30:17.197011,1
2025-08-09 00:30:17.845581,1
2025-08-09 00:30:19.051975,1
2025-08-09 00:30:19.645195,1
2025-08-09 00:30:23.193137,1
2025-08-09 00:30:23.767191,1
2025-08-09 00:30:24.333462,1
